Day,series-1,series-2,series-3,series-4,series-5,series-6,series-7,series-8,series-9,series-10,series-11,series-12,series-13,series-14,series-15,series-16,series-17,series-18,series-19,series-20,series-21,series-22,series-23,series-24,series-25,series-26,series-27,series-28,series-29,series-30,series-31,series-32,series-33,series-34,series-35,series-36,series-37,series-38,series-39,series-40,series-41,series-42,series-43,series-44,series-45,series-46,series-47,series-48,series-49,series-50,series-51,series-52,series-53,series-54,series-55,series-56,series-57,series-58,series-59,series-60,series-61,series-62,series-63,series-64,series-65,series-66,series-67,series-68,series-69,series-70,series-71,series-72
2017-02-22,524531,466239,5266,6404,189139,194800,273014,205165,362655,115442,36047,37381,889206,1072849,1239594,1395090,999781,614118,13951,16257,453871,287381,524225,401807,359635,406319,5523,6977,188382,144249,181457,145776,462328,1049428,32944,43196,145418,223505,453034,453374,15012,26294,2155,3027,13967,25431,1370,1756,563122,708928,8810,11778,290662,215302,258523,357307,46170,73606,1747,1749,31512,21284,8946,22934,260761,290903,8601,6822,151186,170310,93778,129249
2017-02-23,523676,442211,4990,6039,162832,242029,171567,188278,763442,108077,33547,39553,899680,1135923,1149813,1277240,1176280,594787,11958,14100,439336,294582,506623,332551,323531,437489,5727,6204,195649,156665,162486,164923,497530,721278,32381,40602,233698,287872,382714,493868,12962,32934,2404,3237,12207,34965,1235,1576,671627,907417,9025,11963,306457,241447,356402,505170,44266,71123,1274,1799,29630,10086,8872,23476,236629,273246,8436,8038,142481,160327,86716,120026
2017-02-24,380814,439271,5211,6445,144508,152241,222177,210654,349306,91135,39696,37204,990606,1044551,1197664,1310364,815579,611944,13846,17940,335114,230211,409070,394525,340733,407666,6314,7142,178100,138454,186049,168353,696089,694273,32366,55334,132733,259258,451045,544231,13601,26175,2733,4303,12612,25702,1245,1659,776696,738723,8890,11834,357950,227970,367477,466670,44474,76148,1366,2227,35051,20030,9593,23699,228474,282069,9752,7570,139808,154916,91964,124317
2017-02-25,369199,474037,6443,7642,121733,136136,234524,265250,872322,100924,43125,41643,786286,1203636,1453350,1686783,715448,468150,11034,13145,251471,175310,405766,282222,367332,393461,7431,8677,166973,129738,297256,180064,536069,726719,37598,52428,141284,181942,417830,562106,10304,20516,2326,3477,9119,19489,1275,1769,729612,785232,9969,12575,340523,226080,372255,437362,39390,68434,1361,2418,25635,21190,10570,24664,264652,378254,9249,7588,141283,167715,117649,193440
2017-02-26,421239,704569,5042,6105,133481,262620,348434,309598,931575,90467,37267,45763,864196,1019898,1702114,2176950,844762,586623,9985,12058,291747,230644,495049,330120,422351,488970,5442,6673,194652,197017,240928,272609,546726,755986,42981,51137,138070,191172,408462,562540,12683,22853,3090,4162,10879,21505,1698,2101,790952,801466,9107,11977,358724,272224,389673,433355,41178,68525,1428,2459,26659,40360,10157,25885,290271,339006,9043,6806,145059,171164,129975,181851
2017-02-27,500127,695381,4780,5776,194896,376591,473126,342956,1116189,90354,41160,54903,1326104,1546235,1997976,2418842,1190013,1047174,11046,10942,403247,460956,780811,483069,405997,522849,4740,5978,217880,216148,243571,193078,582016,660334,29569,37940,149880,292506,312386,444164,13712,23854,2441,2812,12313,23192,1228,1847,812346,772881,8078,10715,504702,273428,323384,390117,41103,66846,1204,1965,27060,13726,9673,23448,372637,370763,10932,7237,155446,246163,153901,192466
2017-02-28,402145,507287,4496,5361,181639,252688,236879,235865,348351,432674,45148,48798,1050748,1506034,1393867,1532038,1069989,659766,8926,11011,411547,341494,571444,350292,397584,444035,5554,6468,223681,156398,159814,162086,461627,690474,35021,37953,156209,209598,293392,457035,15232,23098,2578,4571,13968,22728,1261,1891,659210,756923,8180,10539,359576,234572,277478,359033,45585,78570,1949,2236,33185,26744,9782,24458,292739,332322,10316,7017,146777,200629,126642,160433
2017-03-01,311271,530275,3524,4592,179280,213210,170275,191509,269820,94565,33864,46086,890430,1155130,1282984,1383933,1050555,613356,11526,14065,424479,319209,619360,305644,321946,406577,3544,5185,180212,133859,160592,127306,455936,641454,32253,49473,155765,174801,289793,449687,13728,21988,2139,4321,12456,21443,1458,1638,646679,754778,7062,9841,349751,221630,298879,361756,43977,73629,1427,1756,32089,12716,9629,22982,235205,307200,8281,6617,138381,170263,93885,120397
2017-03-02,283406,415807,3777,4296,141890,180844,154003,167343,248144,84780,29897,36887,893996,1200218,1167776,1450501,957380,588836,18599,19012,430930,286709,539466,314158,288533,404994,3540,4662,183600,123500,139883,122875,461880,788206,35715,43951,200208,188863,330439,483567,13491,22320,2513,4796,12396,22576,1267,1391,661337,768743,7102,9510,344305,218423,285048,384526,40960,65499,1599,1907,28382,10868,8951,21430,223591,294878,8878,7056,143557,168687,90812,119637
2017-03-03,329298,374448,4235,4987,123929,150465,158959,173596,233188,78254,31634,40611,842552,1151792,1166247,1480303,801403,525533,13755,12860,363404,230167,447206,291362,358362,450786,4545,5418,189379,116719,168314,134050,474831,728272,29782,50347,146589,169379,321382,516274,12446,19953,2463,4330,11347,19651,1168,1501,614644,709942,7431,9577,315340,208155,254117,355343,40857,60415,1552,1756,25423,8647,8874,22795,211971,265483,7091,5940,134254,159526,88017,118151
2017-03-04,344210,453346,6987,8286,113548,122269,310793,237141,270167,73030,40249,47156,732482,982269,1454691,1724339,737360,487675,13370,15192,279441,184248,415882,281184,311423,430666,7453,8572,163311,112443,178712,153405,480049,660898,37505,46884,126633,148828,374812,476518,12426,17255,2095,2868,10574,16209,1571,2036,642804,735525,10330,13088,295737,207856,316794,409341,37775,64419,1414,1795,25163,7551,9538,24711,259602,307790,9124,6814,140871,161688,114006,149807
2017-03-05,471197,546084,6990,8026,139382,157351,305456,285329,253624,78237,41334,48452,816753,1184885,1597824,1973445,882217,596144,12476,14747,315155,208631,498101,358603,356468,488490,7117,8581,179275,120773,198537,190233,466260,740998,39093,46465,133690,160038,350654,564192,10767,17653,2490,3740,9184,16474,1353,1780,655278,759610,11558,14764,324920,228270,307156,438455,41476,64877,1421,1893,23993,8688,9197,24674,275371,320665,8275,6742,148397,169874,123248,155604
2017-03-06,329589,436165,7851,9893,157558,184968,161085,203046,246160,84750,35038,42878,981561,1179910,1283033,1606073,897510,548314,14145,14796,416027,256063,467011,305167,307989,401934,9109,10935,181313,123330,147079,122707,504188,701469,39096,47891,141854,174441,333964,483558,13862,24173,2445,3950,12520,23794,1263,1784,656614,718553,12949,16060,328303,223975,273685,450209,39353,67449,1360,1707,26397,9177,8095,21077,218370,285863,9334,7514,139797,164066,86969,114895
2017-03-07,301187,411307,6569,7548,131843,167293,196216,179600,230281,82827,33546,43892,903261,1059886,1109816,1371804,942507,550002,13176,15557,448047,270590,481621,299148,281998,407340,8551,9605,191142,121525,135587,115761,420064,568656,29895,40127,133973,165135,280222,414290,15119,25497,2612,4340,13985,25352,1350,1875,663178,728908,10874,14368,333635,220271,264794,385474,38423,64060,1344,1924,27069,8688,7845,20943,213601,283983,9409,7872,139785,152414,83734,109566
2017-03-08,297069,642158,7529,8869,141505,163657,149182,176179,269762,83987,33396,43913,1122180,1063373,1103246,1306933,980762,536987,13420,17959,432159,290046,471536,293325,290419,459273,8295,9781,171884,118417,137232,129964,423116,546295,29610,38007,119768,170851,268622,374648,16084,25782,2765,4051,14834,26097,1546,2170,801180,735678,11521,15332,345130,208097,418197,472903,38206,66633,1246,1634,28722,7914,8313,22728,212515,281605,8275,7118,182885,151818,83002,109210
2017-03-09,291456,438886,7969,9567,133795,156561,157311,187885,219103,82047,32286,40839,851151,1014422,1029935,1253421,910346,550384,15915,18744,422245,260264,478083,316663,271348,421179,9559,10508,165397,106229,133312,106015,448146,530866,32328,37731,117054,186186,262519,372594,17220,27364,2546,3911,16001,27523,1624,2129,630864,731079,12230,15017,333715,224473,281260,376936,37390,63563,1269,1733,28741,7377,7468,21128,202301,282821,9061,7341,131054,148138,79379,108043
2017-03-10,317794,414380,7976,9304,115763,146214,183885,222661,207739,76968,32876,40591,781514,1062891,1045209,1354232,792823,529807,14732,18153,356118,223227,463477,286658,248778,356963,9714,11378,151123,102277,122862,100278,440021,526834,35006,38741,123277,189677,267311,379698,14770,23533,2377,3882,13705,23305,1409,2050,593584,721076,12706,15508,308173,207514,271565,364179,35786,61579,1314,1598,27695,6774,7557,21561,209172,270480,9273,7282,122625,150183,86163,111613
2017-03-11,319227,377146,7958,9894,103342,112026,208135,218460,212219,69878,32632,40757,723331,850972,1338124,1662419,753497,492837,13897,15580,273731,193008,426323,299327,266539,371780,10361,10682,134828,98291,151854,131390,515428,696427,45508,44134,135309,146424,413998,486849,12333,18645,2212,3122,10984,18551,1446,2022,715832,770729,11620,14581,303411,210690,400677,407730,36031,59477,960,1542,22468,5326,8763,23963,254995,312843,9030,7472,132751,157105,129944,136478
2017-03-12,331656,497001,7985,10248,125614,133611,202848,270399,234026,77996,32561,43099,794728,943420,1575851,1887060,881721,680021,13457,15380,322561,208020,585980,408849,329733,439581,10766,11896,168478,117997,221383,165989,477303,695506,41697,44727,116237,163252,368407,479641,11017,18354,2349,3118,9781,18033,1491,1868,650217,806092,11904,14598,310155,224632,396520,426789,38931,71420,1055,1441,24081,5853,10314,26685,265699,347856,9980,8542,139224,176056,143285,145255
2017-03-13,297871,521237,6599,8232,157796,183497,132003,181629,214490,80246,28920,36033,867900,1430035,1491800,1454941,914333,718258,11778,14072,421669,265164,606596,347097,259270,341263,8225,9194,167953,109343,131303,102376,435990,701206,39081,37394,135921,187647,284123,377377,15487,23776,2909,4568,14442,23161,1420,1766,571089,723685,9981,12843,290519,217633,270121,345739,37710,65238,1114,1564,27002,7102,8106,21634,216303,288910,9665,8683,126358,267857,96482,108274
2017-03-14,285447,434342,7276,8701,136895,175593,149367,183420,208137,82392,30789,44953,807246,996090,1236824,1505896,932571,655257,14283,15775,459337,278018,555742,326169,256599,338595,8418,8837,165565,102886,130883,107135,398674,602698,32330,37475,119408,163696,278733,362375,13820,24490,2839,4481,12620,23970,1703,1945,537578,678157,10139,12885,276934,199920,252336,327704,41265,66336,1243,1810,28384,7987,8363,22076,206658,271908,9356,9075,127888,204485,85718,108329
2017-03-15,259698,393363,6110,7387,156238,160927,122413,165875,203151,85434,28401,37460,760917,931904,1113254,1396814,946625,601982,14869,17430,460834,273058,522537,338134,254036,328952,7085,7818,156481,100386,135084,95608,437455,530905,33748,37373,120246,172146,280138,348425,14536,23808,2591,3378,13197,22630,1683,2211,539134,687996,9901,13235,293017,191173,255139,326668,36855,62466,1026,1474,25955,6196,8656,21494,201218,265446,9641,8739,125201,154143,84492,105819
2017-03-16,263555,338212,8038,9443,156170,141919,116494,169754,208055,82889,30019,37891,760838,898394,1021133,1297307,909839,565947,14117,16171,429114,268201,514969,286829,245777,329766,8781,10123,146712,94970,121182,88941,426092,488823,34608,33789,114888,173959,272392,318901,16959,27294,2694,4674,15861,26740,1559,1981,555277,684293,11269,14474,285781,191578,264064,336633,36501,61931,1056,1485,26003,6428,8039,21121,198626,266816,11642,9207,123501,151644,81190,109219
2017-03-17,366930,684301,7863,9238,121305,136976,184317,215627,198174,75768,30518,35726,837045,876046,1050491,1306018,970448,503308,16160,19117,355050,307456,555462,272021,255194,311884,7971,9919,144653,96055,127028,103500,459762,538074,35538,39833,121362,175086,306458,358847,16207,25010,2418,3878,15064,25049,1565,1909,564246,871544,11459,14316,271644,190154,254542,434938,41994,61800,1260,1996,24745,6797,8159,21796,191549,252300,11253,9244,122097,143465,81750,106895
2017-03-18,352054,428821,9012,10390,106144,125010,207671,250047,227021,75544,31189,35589,648595,757322,1265581,1535365,734641,448789,17210,22636,254259,191047,424453,256619,292627,351158,9770,10890,144812,96685,172094,141762,438405,570876,40289,43163,116681,144244,345065,433725,13051,20497,2271,2878,12234,20072,1430,1786,565552,921392,12202,14749,264789,193751,307039,390204,35337,66939,1191,1587,22820,5308,9250,24656,225840,290462,12830,9953,124604,151019,100836,137678
2017-03-19,438507,501975,8058,9593,123038,149339,233107,310671,223952,75723,33876,36001,710755,857228,1452282,1693668,870234,540935,19914,25014,286882,214382,461666,328045,359907,437882,8464,9978,169495,119483,193918,158857,436167,585095,41281,47092,125501,144590,344671,454354,8930,18086,1875,2396,8733,16976,1397,1870,614685,839088,12610,15775,305175,214966,309310,406807,37088,66099,1158,1523,23035,6053,9208,25677,238415,300953,12063,9757,132626,156439,107649,146322
2017-03-20,332689,406864,8096,9736,154661,168332,157659,208655,205493,81859,30740,37850,881036,991945,1105724,1366868,951354,581590,17063,20950,440448,277982,497303,343586,309990,371745,8346,9653,181769,123061,149130,106116,489609,585780,46806,46924,140762,158535,394780,478228,13241,22620,2872,3810,12262,22123,1257,1744,541958,822880,13209,15510,293183,218806,249364,381896,41071,64796,1049,1487,29769,7022,7400,22391,200891,258630,11072,9415,124349,155366,80551,109172
2017-03-21,314839,428562,7690,9179,142273,166989,135848,185827,203463,83080,29421,39638,815239,1040112,1143639,1425854,984158,577954,12819,14911,443402,307460,515408,321741,289909,365938,8346,10187,174933,164579,142877,106008,422712,578250,42770,41001,134345,188846,302866,405425,14765,22478,2512,3310,13919,22021,1318,1752,509807,740612,12166,14886,270658,205166,240915,355157,37698,66621,1149,1582,26932,7074,8309,22094,199460,250017,10706,8848,120502,146576,78117,111292
2017-03-22,315978,365197,7786,8417,121853,159408,151405,178165,199185,80736,33335,37692,746135,979894,1030195,1373128,983430,609307,15184,18235,447310,326744,549154,311361,270555,374175,8103,9627,168093,126867,136838,98064,460818,543200,35167,38815,115355,166260,301579,394387,16630,26141,2702,3232,15420,25700,1373,1825,502655,675565,9304,11295,271441,185792,231687,338113,36596,63497,1163,1589,26148,6873,7206,24047,193961,262894,9874,7611,119243,149860,73785,111965
2017-03-23,271999,333648,5324,5891,115543,153869,127177,149080,199555,79090,26432,33504,761874,954474,975646,1258111,945341,560864,9829,13303,422725,287614,511868,310080,256615,362395,5997,7107,155863,113059,115142,88721,403656,577544,27467,34746,107172,164415,286929,321934,13854,21036,2841,3758,13015,20200,1252,1799,481417,947603,7068,8966,255538,175659,221282,422663,37372,63833,989,1431,26803,6694,7437,22084,201237,263225,9367,7123,123464,153862,73767,112136
2017-03-24,357766,350451,3895,5321,108802,139110,166589,226398,177881,76472,28479,31510,689473,959687,1061354,1331205,861714,524178,10761,13057,356305,240596,482070,296853,296160,345696,5282,6235,145616,105607,117432,98929,398060,595117,25497,33421,102901,160360,291577,299473,13092,21033,2395,3288,12066,20635,1306,1679,481704,735148,6818,9098,245923,179669,227021,345570,36049,63528,1048,1436,25016,6210,8797,22849,193904,256158,8677,6746,120206,143967,75607,118935
2017-03-25,297710,354774,5927,6295,91861,110631,159068,203441,188674,73997,27777,30877,613056,797882,1246276,1556322,785419,502999,9974,12602,277835,190208,433288,308800,320391,419128,6160,7112,138398,99060,156619,115976,436329,592334,31514,38538,100942,141181,327577,414443,9566,14263,2795,3802,8341,13612,1329,1606,513469,720475,7898,9282,238812,168568,287159,375079,34880,64745,1175,1543,22270,5384,9604,25145,238053,308290,10074,7497,125671,164207,99225,153385
2017-03-26,326643,448121,4616,5456,107607,167194,179532,247592,227930,75454,25421,31298,666050,885965,1431980,1693861,917398,583572,9780,12001,328055,227112,519896,350291,300781,413595,6011,5798,149445,103315,165136,120776,556954,658663,34840,70846,113612,151418,373106,623985,10089,16797,2270,3670,9116,15975,1195,1506,546440,732253,7343,9027,259207,182704,290768,392996,37507,67619,1146,1559,23096,5602,8645,25255,254981,363523,8109,6129,133575,180248,113645,179965
2017-03-27,305559,391275,4360,4800,121885,193595,115886,197913,191879,81580,27630,31833,805717,1016457,1098557,1340411,973434,592133,7973,10298,427623,281368,519168,335922,259713,353388,5711,6961,159852,116511,130088,99893,456246,573104,25879,45309,122402,151753,317884,396255,15817,22688,3162,5296,14768,21808,1254,1792,494468,650115,7157,9395,258381,187702,233240,302513,36555,66209,1105,1587,25145,5576,7361,22384,199618,260040,6750,4897,122453,153119,74478,107294
2017-03-28,290187,448546,5355,5843,123816,161947,109769,204923,194455,79157,26020,34613,775934,982137,1072051,1266603,995372,568142,10539,13527,448104,278198,549913,311550,291892,345127,6454,7218,153838,114322,132964,94452,523423,593268,26442,37212,122606,160559,381800,334010,14628,22268,2969,5621,13696,21818,1328,1696,474227,632903,7913,10145,249899,175268,217671,299147,39133,67354,1291,2028,27722,7013,7354,22375,204533,237045,7470,6310,123932,142377,79075,105667
2017-03-29,272750,381821,4162,4724,118196,155052,140301,196241,194959,92023,27491,35519,724884,987983,984613,1257644,951421,600908,10046,13266,445812,267864,530422,308255,273906,319475,6166,7787,151376,106034,129504,88553,474280,516500,26475,37519,129044,151044,304436,326308,15311,21015,4216,5149,13961,20568,1421,1806,460227,598986,7524,10382,243007,182095,210149,285182,47168,66531,1089,1657,25576,7646,13834,21477,200611,248596,7877,6390,122949,151477,79850,105634
2017-03-30,288333,348340,4109,5402,114677,167654,131464,182982,192928,85301,28890,35547,706917,927585,930731,1250704,844188,562104,10333,13487,411563,250313,476112,274964,247246,300941,6294,7276,143721,99617,121975,83072,507526,506896,27323,36780,121236,154021,328082,361799,14021,23589,3970,5341,12978,23605,1260,1479,462803,596258,8027,10387,238899,176081,208479,286312,42225,64879,1221,1787,25559,6875,8452,21618,203345,234897,8381,7124,118170,139973,77527,104978
2017-03-31,337401,339253,4948,5764,98544,148014,160803,186589,187727,88638,30119,37498,687551,888558,977099,1354620,691331,482888,11324,17119,325939,204529,392679,237110,237456,309826,7043,8086,134820,99242,112409,98525,620565,596524,36972,41060,118749,163828,433529,444427,12765,21312,3808,4615,12007,20423,1374,1676,480507,586562,9046,11382,243626,184057,222638,286056,40278,62206,1254,1791,24650,6307,9115,21993,217711,229624,8930,7612,116039,144716,79477,118235
2017-04-01,267083,333683,4803,6111,76144,106496,151348,236192,171624,72842,27604,33338,685595,709650,1166040,1834967,637093,449484,9759,12049,260164,171917,374354,253757,255565,345750,7384,8490,124584,104372,150835,159535,647230,586366,41043,51172,103890,130797,507950,442291,13269,22723,4960,6771,12169,22778,1326,1639,511533,605945,8275,10830,219101,179156,255370,322389,37071,64337,1155,1612,23240,6025,8831,23932,225014,236837,8948,7013,110288,150988,93188,133620
2017-04-02,345050,408590,4765,5210,97383,132070,181185,260765,186340,74256,24783,30413,693806,763323,1285425,1790409,777303,581956,9329,13576,313552,210867,487023,306893,291487,388388,6340,7263,141231,107694,182413,150443,475843,752398,32858,62295,93304,131360,372563,424512,14439,24291,4720,5779,13191,24185,1255,1669,547614,705413,7857,9902,248559,191020,275111,344956,37743,62044,1280,1696,23356,5948,9643,25186,235053,255132,7721,6519,117742,142702,105338,143388
2017-04-03,285865,356422,3848,5113,120274,159068,110746,179510,208529,80901,25924,33023,838125,910347,1258054,1450911,846891,569226,9750,13214,412568,269633,528332,313250,245938,326883,5218,5328,151620,107049,122518,137196,378956,492141,24013,33634,105014,134103,261947,316306,21457,29019,11238,12159,19747,29349,1419,1939,482149,596529,6591,8431,243018,191333,225547,290922,39050,64854,1043,1544,27986,6035,8623,21931,260228,259453,7558,6804,127574,150378,97696,154731
2017-04-04,260052,349828,4602,5153,108211,148226,125853,166421,207449,78440,30106,37427,723390,911385,1027808,1250933,819022,518474,8757,10095,411385,250457,466424,278161,253310,330540,4612,5185,147427,101157,147731,94589,371120,551529,25274,31349,102521,139692,262055,354894,14415,21644,2718,5222,13619,21297,1328,1579,456325,595839,7046,8948,234913,177329,214538,282909,42038,67105,1281,1701,27630,6940,8622,22465,276583,329475,7931,7054,133503,180579,109886,163509
2017-04-05,238838,330618,3789,4479,109725,142123,104726,154232,209110,77604,30849,40507,678931,886168,928687,1196869,776301,501800,9164,12034,398278,238699,434619,261172,279429,334096,4275,5571,145856,97031,135583,88564,378826,498492,24192,33820,98105,133973,272675,325238,13089,20946,2217,3736,12374,20700,1111,1343,459259,595625,6269,8403,238034,172678,212052,284860,42792,70982,1148,1558,27824,6241,10364,22767,204223,276234,7963,7187,121325,167828,76500,114403
2017-04-06,251257,326447,4954,5157,113808,146158,115067,150174,201693,81294,36398,39539,693850,849146,917072,1174577,738421,500789,9487,12558,368723,224558,418349,266203,268209,314733,4785,5443,147019,96280,124346,98655,403242,626681,28301,38541,151558,138212,267981,442038,17676,30711,3381,10063,17133,30856,1254,1503,466016,597863,6450,8582,236414,172771,218532,288586,40530,68314,1185,1704,25421,5866,7756,26237,199521,252396,9059,7259,116476,158433,72872,110051
2017-04-07,344817,353987,3991,4743,99886,137477,209281,210729,208904,77944,31063,37409,668185,834500,957725,1177069,613163,533597,8411,10562,293703,259889,370736,237554,224310,290640,3943,4832,126909,84767,111877,90728,447018,486402,28537,38962,115102,139907,330981,336824,13781,30469,2672,10802,13158,31695,1213,1535,469022,582965,6735,8470,227391,168638,223223,295322,38251,65529,881,1235,23625,4788,7468,23592,196637,228319,7466,6296,114468,141156,75603,103901
2017-04-08,294731,620692,4728,5564,72878,107325,179854,240623,193217,70969,26497,29605,566343,714164,1169146,1393917,545018,407658,8373,9925,201604,146576,324613,240543,241673,283030,5362,5655,105624,74109,125236,107467,463928,608307,33904,42900,106566,134710,354450,448718,12870,24547,2294,4255,11754,23785,1421,1599,480053,589776,6401,8512,220315,154155,243803,315221,37027,60936,996,1414,21158,4783,7755,23969,223057,248838,7545,6290,115037,146375,97662,122101
2017-04-09,306501,439762,4301,5696,84094,106256,186196,217370,203076,79283,34135,36563,613992,782002,1275424,1583703,637209,530419,10635,11926,213588,207598,404933,324364,243602,322071,4835,6021,114448,81753,148195,145427,638074,725301,34039,59789,128274,144815,553405,461484,15187,23769,2165,8198,14227,23408,1205,1472,588167,675373,7579,9740,254577,180278,256625,383196,36757,60629,1087,1459,21517,4866,7469,24327,258305,274227,9088,7407,119877,176751,123858,130886
2017-04-10,276212,389656,5855,7520,117509,140202,137913,170576,285555,84265,36699,42170,797938,986959,1005261,1350760,639054,493474,12643,16539,286564,216629,362049,282546,252561,330798,6986,8480,144449,103975,137443,97470,393440,452269,29831,35376,123208,131670,275366,306458,71908,92963,28555,98764,71211,92793,1105,1511,526156,788579,10161,12306,243906,193383,226141,344424,37529,66590,1218,1754,25456,6341,8212,22577,202987,254460,9338,7682,115813,148425,81548,100935
2017-04-11,265245,361104,5273,6630,110629,133590,121944,164383,293969,81753,38915,44181,749997,899586,1019181,1221541,626541,472809,12695,15472,297644,210984,350749,254938,252933,339507,7179,8912,144696,106765,134711,91810,335211,478388,40117,33784,116473,135054,230241,336735,53554,70111,24748,67674,54692,73121,1396,1612,469621,665827,9081,11525,242341,176485,224039,291461,42812,74090,1204,1952,28000,6412,7274,24004,188651,260703,9786,8138,113232,140237,80997,102470
2017-04-12,261691,346969,4098,5073,112507,132788,131331,181841,212345,81614,37420,43639,668816,871400,923965,1235785,589189,447824,9639,12555,271360,177946,347461,250639,241046,306681,5808,7378,138236,99055,133807,83594,324804,479072,26792,28146,105300,125061,227676,320512,36279,50506,6566,35650,36707,51695,1235,1368,488098,647427,7487,9425,250466,175050,242203,299029,42241,80268,1030,1851,29904,5761,7052,22630,185126,274057,8045,6842,112849,143418,86759,102136
2017-04-13,375802,364892,4485,5182,142114,149546,147547,228752,191024,77603,36690,42296,649202,871926,907352,1229288,582363,525576,9625,12367,212443,163654,365913,311151,243881,297732,5037,6351,134752,87976,120911,98734,334322,470221,25033,33449,104706,134135,225567,315136,27520,41154,5177,24679,27079,40814,1619,1778,465728,647112,6559,8455,238677,169665,224429,298214,43098,79163,1267,2143,33923,5313,6754,23482,178394,260098,8046,6823,109321,139310,78909,107252
2017-04-14,383419,574660,5363,5572,128260,166214,223592,441701,188770,69751,34257,41261,608194,936060,1083961,1350350,665252,551729,10287,13422,203577,161939,405871,363977,237163,309312,5207,6786,136065,88808,117560,134371,351072,473397,23465,35320,100699,122102,239665,331176,13645,25465,3324,4218,12267,24794,1392,1783,458141,647966,6971,8719,230109,167332,218231,313673,42087,71207,1168,1960,27813,5922,7478,24847,184867,244277,7261,6217,108254,132434,79596,111181
2017-04-15,303841,464838,4996,5908,101207,153050,208720,278807,188103,71442,36627,42603,552720,815456,1234109,1447812,694737,500218,10836,14213,224174,164130,395346,360792,256938,331577,6854,8131,122931,84318,145077,133287,394267,551071,28471,38603,96327,125717,319832,391101,9689,18124,2041,2616,8591,17465,1413,1609,588161,649759,6596,7743,219629,189026,233569,461242,37870,71931,1080,1497,28960,4518,7600,24760,215355,264715,7489,5816,112229,144360,100854,126716
2017-04-16,385772,577721,4091,5059,98146,152724,259088,392735,209792,73339,31996,35137,607873,757270,1408311,1591708,739922,539630,9683,12643,252166,179242,425887,342783,280269,352324,5193,6268,122240,82462,170593,165556,407470,571922,30663,45753,98649,124602,308327,401236,12345,20242,1973,3271,11566,20271,1187,1321,574125,707056,5218,6913,244424,176482,272054,592914,39636,66168,1061,1434,25025,4800,10532,25547,220150,262954,6948,5756,122639,139802,99147,131259
2017-04-17,430602,596088,6388,8059,121065,167978,249396,363900,224678,124361,33208,36941,737476,947441,1123458,1438745,793702,570168,13891,17903,354213,254180,434556,299869,291580,384351,7566,8941,143431,98751,170158,139662,342660,521448,24939,36278,109722,135049,233600,331131,14003,22522,2391,3470,12865,22615,1351,1542,519085,742124,7906,9618,260613,183567,251394,351289,37311,67597,1070,1533,25500,6013,8878,25665,204481,234578,8659,7155,124258,138148,77872,105129
2017-04-18,331597,454442,5521,6684,126107,172190,178122,204463,198158,93080,32839,36671,706223,918669,1096155,1244510,779618,536146,12249,16410,364464,245931,401125,295769,347065,326312,7539,9095,149981,106981,130878,114779,334201,440125,29281,31474,104306,137874,243662,290205,15091,23575,2432,3469,14050,23266,1336,1692,495080,704288,7925,9978,258207,172138,242558,318034,38657,70975,915,1311,27702,5623,7015,24385,187641,227699,7129,5939,113432,135079,74255,97637
2017-04-19,282555,422153,6228,8104,114548,162694,132918,180197,207009,90747,39613,45028,768627,916849,1014760,1266249,808310,614433,13176,15160,380800,270698,423048,300726,296375,317528,7288,8637,149678,106597,142944,104859,318010,462836,24433,29469,101616,139835,209985,319785,16130,24684,2685,5289,14893,23883,1672,2049,484195,694921,9534,10366,260659,174085,236169,314012,39135,68264,897,1419,26549,5670,7529,24483,186017,337886,7166,5681,119964,149501,83633,124550
2017-04-20,256077,360379,4309,5760,103788,145068,119978,163567,198575,85276,31494,36131,812074,886365,1018761,1192388,900308,540629,9671,11541,369741,242991,417311,274500,277176,312748,5416,6863,143244,96657,148689,90260,370022,500026,27416,30503,108312,177906,232374,336037,36717,44736,11448,40560,36142,45589,1397,1583,491513,657752,7242,9092,256651,181818,235869,311391,39490,69613,1157,1696,29766,6274,7237,23256,177812,267777,7231,5779,107342,139461,75781,108371
2017-04-21,340235,419957,4084,5236,102991,132586,197425,203839,205399,81786,26598,28979,652299,842749,981155,1207891,735607,474106,8830,10050,312741,205156,396162,253956,237850,292637,4121,5219,129889,89411,124917,98269,365495,477380,24982,32453,96095,133399,280118,334430,249803,221515,63479,323624,247340,216066,13538,12147,472447,603811,6611,9243,263947,166384,236308,288421,40732,79506,1430,3487,28856,6826,7091,24171,177596,243843,6652,5624,105844,134515,76343,106311
2017-04-22,373075,434078,5613,6734,86700,125729,202001,262664,203467,75218,35073,29996,546120,952703,1145826,1409210,640159,449670,8799,9963,249011,166070,386385,261902,278852,346938,5664,6692,121937,88614,149081,123354,396381,522969,32108,35461,96677,122699,317144,388493,339153,309617,89266,473466,285621,230951,56089,75228,490516,629520,7988,10286,231228,173490,264583,315699,46147,78302,1766,3185,35903,6325,7586,26274,209122,265078,7823,6719,107723,140355,102973,130047
